Id,Neighborhood,OverallQual,OverallCond,YearBuilt,House age,Vintage in Portafolio,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,SaleType,Market Price,Stat,LotArea
1018,StoneBr,8,5,2004,16,4,1,0,1,1,Gd,4,Typ,RFn,2,565,TA,TA,Y,63,0,0,0,0,0,8,COD,187500,Sold,5814
1019,Gilbert,7,5,2003,17,3,2,1,3,1,Gd,7,Typ,RFn,2,402,TA,TA,Y,164,0,0,0,0,0,5,WD,160000,In portafolio,10784
1020,Blmngtn,7,5,1990,30,5,2,0,2,1,Gd,6,Typ,Fin,2,440,TA,TA,Y,142,20,0,0,0,0,4,WD,213490,In portafolio,3013
1021,Edwards,4,5,2001,19,2,1,1,2,1,Gd,5,Typ,Fin,2,451,TA,TA,Y,252,64,0,0,0,0,6,WD,176000,Sold,7024
1022,CollgCr,7,5,1987,33,3,2,0,2,1,Gd,6,Typ,RFn,2,632,TA,TA,Y,105,54,0,0,0,0,7,New,194000,In portafolio,7406
1023,OldTown,5,5,1997,23,5,1,0,2,1,TA,6,Typ,Unf,1,160,Fa,Fa,Y,0,0,192,0,0,0,3,WD,87000,In portafolio,9439
1024,Blmngtn,7,5,2018,2,1,2,0,2,1,Gd,7,Typ,Fin,2,437,TA,TA,Y,156,20,0,0,0,0,5,WD,191000,In portafolio,3182
1025,Timber,8,6,1983,37,1,2,0,2,1,Gd,10,Typ,Fin,2,665,TA,TA,Y,0,72,174,0,0,0,5,COD,287000,In portafolio,15498
1026,CollgCr,5,5,2009,11,1,1,0,3,1,TA,5,Typ,Unf,2,461,TA,TA,Y,96,0,0,0,0,0,3,WD,112500,Sold,7700
1027,NAmes,5,5,1990,30,2,1,0,3,1,TA,6,Typ,Unf,2,461,TA,TA,Y,0,0,0,0,143,0,4,WD,167500,In portafolio,9300
1028,Timber,8,5,1981,39,5,2,0,3,1,Gd,7,Typ,RFn,3,800,TA,TA,Y,192,44,0,0,0,0,4,New,293077,In portafolio,9520
1029,NAmes,5,5,2019,1,1,1,0,3,1,TA,6,Typ,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,4,WD,105000,Sold,9492
1030,BrDale,6,7,1988,32,4,1,1,3,1,TA,7,Typ,Unf,1,264,TA,TA,Y,0,28,0,0,0,0,5,WD,118000,Sold,1680
1031,SWISU,5,8,2003,17,4,2,0,5,2,TA,10,Typ,NA,0,0,NA,NA,N,0,0,228,0,0,0,7,WD,160000,In portafolio,7082
1032,SWISU,7,3,2010,10,3,2,1,5,1,TA,12,Typ,Fin,2,672,TA,TA,Y,136,63,0,0,0,0,8,WD,197000,Sold,15863
1033,NoRidge,8,7,1983,37,1,2,1,5,1,Gd,10,Typ,RFn,3,796,TA,TA,Y,209,55,0,0,0,0,11,WD,310000,Sold,14541
1034,CollgCr,7,5,1984,36,5,2,0,3,1,Gd,6,Typ,Unf,3,900,TA,TA,Y,0,136,0,0,0,0,2,WD,230000,In portafolio,8125
1035,Crawfor,5,7,1982,38,2,1,0,2,1,Fa,5,Typ,Unf,1,240,Fa,TA,Y,0,0,0,0,0,0,6,WD,119750,In portafolio,6305
1036,Edwards,4,3,2010,10,2,1,0,3,1,TA,5,Typ,Unf,1,290,TA,TA,N,186,0,0,0,0,0,1,WD,84000,In portafolio,11500
1037,Timber,9,5,1991,29,3,2,0,2,1,Ex,6,Typ,Fin,3,912,TA,TA,Y,228,0,0,0,0,0,9,WD,315500,Sold,12898
1038,CollgCr,8,5,2005,15,4,2,1,3,1,Gd,7,Typ,Fin,2,905,TA,TA,Y,0,45,0,0,189,0,9,WD,287000,In portafolio,9240
1039,MeadowV,4,6,2010,10,4,1,1,3,1,TA,6,Typ,NA,0,0,NA,NA,Y,0,0,0,0,0,0,5,WD,97000,In portafolio,1533
1040,MeadowV,4,4,1989,31,5,1,0,1,1,TA,3,Typ,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,4,WD,80000,Sold,1477
1041,Sawyer,5,4,2015,5,3,2,0,3,1,TA,8,Maj1,RFn,2,484,TA,TA,Y,0,0,0,0,0,0,1,WD,155000,Sold,13125
1042,NWAmes,6,8,2014,6,2,1,1,4,1,Gd,7,Typ,Unf,2,484,TA,TA,Y,0,40,0,0,0,0,7,WD,173000,Sold,9130
1043,NridgHt,6,5,2003,17,1,2,0,1,1,Gd,5,Typ,RFn,2,624,TA,TA,Y,170,63,0,0,0,0,8,WD,196000,Sold,5381
1044,SawyerW,7,5,1984,36,3,2,1,4,1,Gd,10,Typ,Unf,2,514,TA,TA,Y,192,121,0,0,0,0,5,WD,262280,In portafolio,11839
1045,NWAmes,8,5,2005,15,5,2,1,4,1,Gd,9,Typ,Fin,2,542,TA,TA,Y,474,120,0,0,0,0,7,WD,278000,Sold,9600
1046,Edwards,3,5,1994,26,4,2,0,4,1,TA,8,Min2,Unf,2,452,TA,TA,Y,0,0,0,0,0,0,6,WD,139600,In portafolio,13680
1047,StoneBr,9,5,2012,8,1,3,1,4,1,Ex,11,Typ,Fin,3,716,TA,TA,Y,214,108,0,0,0,0,7,New,556581,Sold,16056
1048,CollgCr,5,5,1985,35,4,1,0,3,1,TA,5,Typ,Unf,2,672,TA,TA,Y,0,0,0,0,0,0,2,WD,145000,In portafolio,9245
1049,Mitchel,5,4,2012,8,3,1,0,3,1,TA,9,Min1,Unf,2,336,TA,TA,Y,0,0,0,0,0,0,11,WD,115000,In portafolio,21750
1050,Edwards,4,7,1987,33,4,1,0,2,1,Gd,6,Typ,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,4,WD,84900,Sold,11100
1051,Gilbert,7,5,1990,30,1,2,0,3,1,Gd,6,Typ,Fin,2,436,TA,TA,Y,0,22,0,0,0,0,8,New,176485,In portafolio,8993
1052,CollgCr,7,5,2003,17,4,2,0,3,1,Gd,6,Typ,Fin,2,440,TA,TA,Y,0,20,0,0,0,0,10,New,200141,Sold,11175
1053,NAmes,6,6,1987,33,2,1,1,4,1,TA,9,Typ,RFn,2,540,TA,TA,Y,0,52,0,0,0,0,6,WD,165000,Sold,9500
1054,Edwards,5,6,2015,5,5,1,0,4,1,TA,7,Min2,Unf,1,364,TA,TA,Y,116,78,0,0,0,0,5,WD,144500,Sold,8562
1055,CollgCr,8,5,1994,26,1,2,1,3,1,Gd,7,Typ,Fin,2,586,TA,TA,Y,199,60,0,0,0,0,11,WD,255000,In portafolio,11367
1056,NWAmes,6,5,1990,30,4,2,0,3,1,TA,7,Typ,Fin,2,478,TA,TA,Y,0,0,0,0,189,0,5,COD,180000,In portafolio,11361
1057,NridgHt,7,5,1986,34,4,2,0,2,1,Gd,6,Typ,RFn,2,484,TA,TA,Y,192,36,0,0,0,0,6,WD,185850,Sold,7052
1058,NoRidge,7,6,1999,21,3,2,1,3,1,Gd,7,Typ,Fin,2,467,TA,TA,Y,168,98,0,0,0,0,1,WD,248000,In portafolio,29959
1059,NridgHt,9,5,2019,1,3,2,1,3,1,Ex,10,Typ,Fin,3,836,TA,TA,Y,0,102,0,0,0,0,7,WD,335000,In portafolio,11308
1060,Crawfor,6,7,2015,5,2,1,1,3,1,TA,7,Typ,Unf,2,432,TA,Fa,Y,0,0,19,0,0,0,3,WD,220000,Sold,11275
1061,StoneBr,8,5,2016,4,4,2,0,2,1,Gd,6,Typ,Fin,2,582,TA,TA,Y,0,0,170,0,0,0,4,WD,213500,Sold,4920
1062,IDOTRR,3,4,1985,35,1,1,0,2,1,TA,6,Typ,RFn,3,1248,TA,TA,Y,0,20,0,0,0,560,8,ConLD,81000,In portafolio,18000
1063,OldTown,5,5,1986,34,4,2,0,5,2,TA,10,Min2,Unf,2,560,TA,TA,Y,0,57,0,0,0,0,9,WD,90000,Sold,13600
1064,OldTown,6,6,2003,17,3,1,0,2,1,Gd,5,Typ,Unf,2,440,TA,TA,Y,166,120,0,0,0,0,7,WD,110500,Sold,6000
1065,NAmes,5,6,2009,11,4,1,1,3,1,TA,6,Typ,RFn,2,480,TA,TA,Y,0,58,0,0,0,0,11,WD,154000,In portafolio,11000
1066,ClearCr,7,5,1999,21,2,2,1,3,1,Gd,7,Typ,RFn,2,533,TA,TA,Y,296,44,0,0,0,0,4,WD,328000,In portafolio,14000
1067,Gilbert,6,7,2019,1,1,2,1,3,1,TA,7,Typ,RFn,2,380,TA,TA,Y,0,40,0,0,0,0,5,WD,178000,Sold,7837
1068,NAmes,6,6,2016,4,2,1,1,4,1,TA,7,Typ,RFn,2,442,TA,TA,Y,328,128,0,0,189,0,6,WD,167900,Sold,9760
1069,MeadowV,6,4,1988,32,4,2,1,5,1,TA,10,Maj1,Fin,2,576,TA,TA,Y,728,20,0,0,0,0,6,WD,151400,In portafolio,3964
1070,NAmes,5,7,2000,20,4,1,0,2,1,Gd,4,Typ,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,5,WD,135000,Sold,9600
1071,NAmes,5,5,2017,3,3,1,0,3,1,TA,6,Typ,Unf,1,286,TA,TA,Y,0,20,0,0,192,0,6,WD,135000,In portafolio,10152
1072,NWAmes,6,6,2016,4,4,1,1,4,1,TA,8,Typ,Unf,2,441,TA,TA,Y,0,0,0,0,0,0,5,WD,154000,Sold,11700
1073,Edwards,5,3,1988,32,1,1,0,4,1,TA,7,Typ,Unf,1,280,TA,TA,P,0,0,0,0,0,0,8,WD,91500,Sold,7585
1074,Edwards,6,6,2002,18,2,1,1,3,1,TA,6,Typ,Fin,2,440,TA,TA,Y,252,0,0,0,0,0,7,WD,159500,In portafolio,7950
1075,CollgCr,7,5,2003,17,3,2,0,2,1,Gd,5,Typ,RFn,3,826,TA,TA,Y,140,93,0,0,0,0,5,WD,194000,Sold,8556
1076,Crawfor,7,6,2020,0,3,1,1,3,1,TA,6,Typ,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,7,CWD,219500,In portafolio,13125
1077,OldTown,5,8,1987,33,5,2,0,3,1,Gd,7,Min1,Unf,2,566,TA,TA,Y,436,21,0,0,0,500,4,WD,170000,In portafolio,10800
1078,NAmes,5,5,1992,28,1,1,0,3,1,TA,6,Typ,Fin,1,299,TA,TA,Y,240,32,0,0,0,0,3,WD,138800,In portafolio,15870
1079,CollgCr,6,5,2015,5,2,1,0,1,1,Gd,3,Typ,RFn,2,420,TA,TA,Y,140,0,0,0,0,0,5,WD,155900,In portafolio,4435
1080,CollgCr,5,5,1982,38,4,1,0,3,1,TA,5,Typ,Unf,1,299,TA,TA,Y,0,64,0,0,0,0,4,WD,126000,In portafolio,8775
1081,NWAmes,6,7,2006,14,2,2,0,3,1,Gd,5,Typ,RFn,2,528,TA,TA,Y,55,0,0,216,0,0,10,COD,145000,Sold,11040
1082,Sawyer,5,5,2020,0,4,1,1,3,1,TA,5,Typ,Fin,1,308,TA,TA,Y,0,0,220,0,0,0,6,WD,133000,Sold,7500
1083,CollgCr,7,5,2012,8,4,2,0,3,1,Gd,6,Typ,RFn,2,527,TA,TA,Y,192,39,0,0,0,0,9,WD,192000,In portafolio,8749
1084,NAmes,6,6,1997,23,2,1,0,3,1,TA,6,Typ,RFn,1,461,TA,TA,Y,0,116,0,0,0,700,3,WD,160000,In portafolio,8800
1085,Gilbert,6,5,1995,25,3,2,1,3,1,TA,6,Typ,Fin,2,409,TA,TA,Y,315,44,0,0,0,0,7,WD,187500,Sold,13031
1086,SawyerW,6,6,1997,23,4,1,0,2,1,Gd,5,Typ,Unf,2,564,TA,TA,Y,120,0,0,0,0,0,4,WD,147000,Sold,9069
1087,MeadowV,4,5,1981,39,4,1,1,3,1,TA,6,Typ,RFn,1,286,TA,TA,Y,120,96,0,0,0,0,5,WD,83500,Sold,1974
1088,Somerst,8,5,1999,21,1,2,1,3,1,Gd,9,Typ,RFn,3,1043,TA,TA,Y,160,50,0,0,0,0,5,WD,252000,In portafolio,10574
1089,Edwards,7,5,2016,4,3,2,0,3,1,Gd,7,Maj1,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,4,WD,137500,In portafolio,2522
1090,Somerst,8,5,2014,6,2,1,1,1,1,Gd,4,Typ,Fin,2,550,TA,TA,Y,0,84,0,0,0,0,4,WD,197000,Sold,3316
1091,NAmes,3,4,1985,35,1,2,0,2,2,TA,6,Typ,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,6,WD,92900,In portafolio,8544
1092,Somerst,7,5,2015,5,2,2,1,2,1,Gd,4,Typ,Unf,2,462,TA,TA,Y,0,48,0,0,0,0,3,WD,160000,In portafolio,2160
1093,SWISU,6,5,2011,9,2,2,0,4,1,TA,7,Typ,Unf,2,576,TA,TA,Y,342,0,128,0,0,0,6,WD,136500,Sold,8400
1094,NAmes,5,8,1997,23,5,1,1,1,1,Gd,6,Typ,Unf,2,884,TA,TA,Y,0,64,0,0,0,0,10,WD,146000,Sold,9230
1095,NAmes,5,7,1993,27,5,1,0,2,1,TA,4,Typ,Fin,1,308,TA,TA,Y,0,0,80,0,160,0,5,WD,129000,Sold,5868
1096,CollgCr,6,5,2002,18,1,2,0,3,1,Gd,6,Typ,RFn,2,440,TA,TA,Y,0,22,0,0,0,0,3,WD,176432,In portafolio,9317
1097,IDOTRR,6,7,1982,38,5,1,1,3,1,Gd,7,Typ,NA,0,0,NA,NA,Y,136,0,115,0,0,0,3,WD,127000,In portafolio,6882
1098,StoneBr,8,5,2009,11,2,1,1,2,1,Gd,5,Typ,RFn,2,461,TA,TA,Y,0,74,137,0,0,0,10,WD,170000,In portafolio,3696
1099,BrkSide,4,6,2012,8,3,1,0,3,1,TA,6,Typ,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,7,WD,128000,Sold,6000
1100,NWAmes,7,5,2018,2,1,2,0,3,1,TA,7,Typ,RFn,2,478,TA,TA,Y,0,0,0,0,0,0,4,COD,157000,Sold,11880
1101,SWISU,2,5,2010,10,4,1,0,1,1,Fa,3,Typ,Unf,1,246,TA,TA,N,0,0,0,0,0,0,1,WD,60000,Sold,8400
1102,NAmes,5,5,1997,23,4,1,0,3,1,TA,5,Typ,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,7,WD,119500,Sold,9758
1103,NAmes,5,7,1982,38,4,1,0,2,1,TA,6,Typ,RFn,1,254,TA,TA,Y,0,16,0,0,0,0,4,WD,135000,Sold,7000
1104,NAmes,6,6,2008,12,4,1,0,3,1,TA,6,Typ,Fin,2,539,TA,TA,Y,0,0,192,0,0,0,7,WD,159500,In portafolio,8910
1105,BrDale,5,5,1980,40,1,2,1,3,1,TA,6,Typ,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,4,WD,106000,Sold,2016
1106,NoRidge,8,5,2013,7,3,2,1,3,1,Gd,9,Typ,RFn,2,712,TA,TA,Y,186,32,0,0,0,0,4,WD,325000,In portafolio,12256
1107,SawyerW,7,5,2003,17,3,2,0,3,1,Gd,6,Typ,Fin,2,719,TA,TA,Y,0,244,0,0,0,0,5,WD,179900,Sold,10357
1108,Gilbert,7,5,2012,8,5,2,1,3,1,Gd,9,Typ,RFn,2,422,TA,TA,Y,0,100,0,0,0,0,9,New,274725,In portafolio,23257
1109,Gilbert,6,5,1990,30,5,2,1,3,1,TA,7,Typ,RFn,2,463,TA,TA,Y,100,48,0,0,0,0,11,WD,181000,In portafolio,8063
1110,NridgHt,8,5,2015,5,4,2,0,3,1,Gd,7,Typ,Fin,3,862,TA,TA,Y,125,185,0,0,0,0,3,WD,280000,Sold,11362
1111,Gilbert,6,5,1981,39,1,2,1,3,1,TA,8,Typ,Fin,2,431,TA,TA,Y,224,84,0,0,0,0,6,WD,188000,Sold,8000
1112,NWAmes,7,6,2002,18,2,2,1,4,1,TA,8,Typ,RFn,2,483,TA,TA,Y,0,69,0,0,0,0,9,WD,205000,Sold,10480
1113,NAmes,5,7,1999,21,3,1,0,2,1,TA,5,Typ,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,7,WD,129900,In portafolio,7100
1114,NAmes,5,7,1989,31,5,1,0,2,1,Gd,6,Typ,Unf,1,240,TA,TA,Y,0,18,0,0,0,0,5,WD,134500,In portafolio,8923
1115,OldTown,5,7,1985,35,4,1,0,2,1,Gd,4,Typ,Unf,1,326,TA,TA,Y,0,0,0,0,0,0,8,WD,117000,In portafolio,5400
1116,NridgHt,8,5,1998,22,5,2,0,3,1,Ex,7,Typ,RFn,3,928,TA,TA,Y,0,0,0,0,0,0,11,New,318000,Sold,12085
1117,Gilbert,8,5,2001,19,3,2,1,3,1,Gd,7,Typ,Fin,2,527,TA,TA,Y,120,0,0,0,0,0,3,WD,184100,In portafolio,7750
1118,Sawyer,5,7,2010,10,2,1,0,3,1,Gd,5,Typ,RFn,2,450,TA,TA,Y,0,0,0,0,0,0,5,WD,130000,Sold,9764
1119,Sawyer,5,6,1981,39,3,1,0,3,1,TA,6,Min2,RFn,1,300,TA,TA,Y,280,34,0,0,0,0,12,WD,140000,In portafolio,13825
1120,NAmes,5,5,1982,38,4,1,0,3,1,TA,6,Typ,RFn,1,286,TA,TA,Y,140,0,252,0,0,0,7,WD,133700,In portafolio,7560
1121,IDOTRR,6,5,1992,28,3,1,0,2,1,TA,6,Typ,Unf,1,308,TA,TA,Y,0,22,112,0,0,0,5,WD,118400,In portafolio,8263
1122,CollgCr,7,5,2020,0,4,2,0,3,1,Gd,7,Typ,RFn,3,782,TA,TA,Y,144,20,0,0,0,0,7,New,212900,In portafolio,10084
1123,Edwards,4,3,1988,32,2,1,0,3,1,TA,5,Typ,Unf,1,288,TA,TA,Y,64,0,0,0,160,0,10,COD,112000,Sold,8926
1124,Edwards,5,9,1996,24,5,1,0,2,1,TA,4,Typ,NA,0,0,NA,NA,Y,0,200,0,0,0,0,6,WD,118000,In portafolio,9405
1125,Gilbert,7,5,1982,38,5,2,1,3,1,Gd,7,Typ,Fin,2,392,TA,TA,Y,100,25,0,0,0,0,7,WD,163900,Sold,9125
1126,NAmes,4,5,2020,0,3,1,0,2,1,Fa,5,Typ,Unf,2,672,Fa,Fa,Y,0,0,0,0,0,0,11,WD,115000,In portafolio,10434
1127,Blmngtn,7,5,1996,24,5,2,0,2,1,Gd,7,Typ,Fin,3,660,TA,TA,Y,143,20,0,0,0,0,6,WD,174000,In portafolio,3684
1128,Gilbert,7,5,2008,12,1,2,0,3,1,Gd,7,Typ,Fin,3,630,TA,TA,Y,144,36,0,0,0,0,11,WD,259000,In portafolio,14572
1129,Gilbert,7,5,2012,8,4,2,1,4,1,Gd,8,Typ,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,7,WD,215000,In portafolio,11796
1130,OldTown,5,5,1987,33,3,1,0,2,1,TA,4,Typ,Unf,2,672,TA,TA,Y,49,0,0,0,0,0,8,WD,140000,In portafolio,7200
1131,SWISU,4,3,2015,5,1,2,0,4,1,Gd,7,Min2,Unf,2,576,TA,TA,Y,431,44,0,0,0,0,12,WD,135000,In portafolio,7804
1132,Mitchel,5,5,1994,26,1,1,0,3,1,TA,5,Typ,NA,0,0,NA,NA,Y,0,28,0,0,0,0,9,Oth,93500,In portafolio,10712
1133,OldTown,6,4,2018,2,5,2,0,5,1,Fa,8,Typ,Unf,1,205,Fa,TA,N,0,48,0,0,0,0,5,WD,117500,In portafolio,9900
1134,SawyerW,8,5,1988,32,2,2,1,3,1,Gd,8,Typ,RFn,2,466,TA,TA,Y,0,155,0,0,0,0,6,WD,239500,Sold,9828
1135,Gilbert,6,5,1997,23,1,2,1,3,1,TA,7,Typ,Fin,2,460,TA,TA,Y,100,38,0,0,0,0,8,WD,169000,In portafolio,8773
1136,BrkSide,6,5,1996,24,3,1,0,2,1,TA,5,Typ,Unf,1,180,TA,TA,Y,0,128,0,0,0,0,5,WD,102000,In portafolio,6180
1137,NAmes,6,5,2001,19,1,1,0,3,1,TA,6,Typ,Unf,1,288,TA,TA,Y,0,0,96,0,0,0,4,WD,119000,Sold,9600
1138,Sawyer,5,8,1985,35,3,1,0,2,1,TA,6,Typ,NA,0,0,NA,NA,N,0,0,176,0,0,0,5,WD,94000,Sold,6342
1139,Mitchel,6,5,2010,10,3,2,0,2,1,Gd,5,Typ,RFn,2,714,TA,TA,Y,264,32,0,0,0,0,5,WD,196000,In portafolio,9819
1140,BrkSide,5,5,1982,38,4,1,0,3,1,TA,6,Maj1,Unf,2,495,TA,TA,Y,0,0,216,0,126,0,5,WD,144000,In portafolio,8731
1141,NAmes,5,7,2011,9,2,1,0,2,1,TA,4,Typ,Unf,2,840,TA,TA,Y,0,0,0,0,0,0,6,COD,139000,In portafolio,7350
1142,NWAmes,5,7,1990,30,1,2,1,4,1,Gd,9,Typ,Unf,2,484,TA,TA,Y,448,96,0,0,0,0,10,WD,197500,Sold,10304
1143,CollgCr,8,5,2019,1,4,3,0,4,1,Gd,11,Typ,RFn,3,1052,TA,TA,Y,125,144,0,0,0,0,4,New,424870,In portafolio,9965
1144,Sawyer,5,3,2008,12,1,1,0,3,1,TA,5,Typ,NA,0,0,NA,NA,Y,0,24,0,0,0,0,7,WD,80000,Sold,9000
1145,Edwards,4,4,2018,2,4,1,0,2,1,Fa,5,Typ,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,7,WD,80000,In portafolio,12180
1146,BrkSide,5,6,2007,13,5,1,0,3,1,TA,8,Typ,Unf,1,225,TA,TA,Y,0,0,0,0,0,0,8,WD,149000,In portafolio,6240
1147,SawyerW,6,5,1988,32,4,2,0,3,1,Gd,5,Typ,Unf,2,403,TA,TA,Y,165,26,0,0,0,0,5,WD,180000,In portafolio,11200
1148,Crawfor,7,7,2018,2,5,1,1,3,1,Fa,7,Typ,Unf,1,234,TA,TA,Y,0,0,0,0,0,0,7,WD,174500,Sold,12000
1149,OldTown,7,7,2001,19,2,1,0,2,1,TA,5,Typ,Unf,1,288,TA,TA,Y,0,0,176,0,0,0,8,WD,116900,In portafolio,5700
1150,OldTown,7,9,1992,28,2,1,0,3,1,TA,7,Typ,Unf,2,324,TA,TA,Y,0,0,0,0,0,0,7,WD,143000,Sold,9000
1151,NAmes,6,5,1984,36,5,1,0,2,1,Gd,4,Typ,Unf,1,306,TA,TA,Y,0,0,214,0,0,0,11,WD,124000,In portafolio,8280
1152,Edwards,5,4,1987,33,5,1,1,3,1,Fa,6,Typ,Fin,2,528,TA,TA,Y,0,140,0,0,100,0,11,WD,149900,In portafolio,17755
1153,Crawfor,6,7,1980,40,5,1,0,2,1,Ex,6,Typ,Fin,2,470,TA,TA,Y,0,0,280,0,0,0,7,WD,230000,In portafolio,14115
1154,IDOTRR,6,8,2016,4,4,1,0,2,1,TA,5,Typ,Unf,1,432,TA,TA,Y,0,0,96,0,0,0,6,WD,120500,Sold,5890
1155,NAmes,7,6,1983,37,5,1,2,4,1,Gd,8,Typ,Unf,2,492,TA,TA,Y,60,84,0,0,273,0,5,WD,201800,In portafolio,13700
1156,Veenker,5,8,2018,2,2,2,0,3,1,Gd,6,Typ,RFn,2,528,TA,TA,Y,0,21,0,0,180,0,7,WD,218000,Sold,10768
1157,NAmes,5,8,2001,19,4,2,0,3,1,Gd,6,Typ,RFn,2,502,TA,TA,Y,0,92,0,96,0,0,10,WD,179900,Sold,9350
1158,NridgHt,7,5,1985,35,5,2,0,2,1,Gd,6,Typ,RFn,2,626,TA,TA,Y,172,62,0,0,0,0,7,WD,230000,In portafolio,5001
1159,Somerst,8,5,2012,8,1,2,0,3,1,Gd,7,Typ,RFn,3,830,TA,TA,Y,0,24,0,0,0,0,6,ConLD,235128,Sold,11932
1160,NWAmes,6,6,1989,31,3,2,1,4,1,Gd,8,Typ,RFn,2,540,Gd,TA,Y,0,69,0,0,0,0,7,WD,185000,In portafolio,9120
1161,NPkVill,6,5,2016,4,2,2,1,3,1,TA,7,Typ,Unf,2,440,TA,TA,Y,26,0,0,0,0,0,7,WD,146000,Sold,2280
1162,Crawfor,6,7,1980,40,1,1,0,3,1,Gd,7,Typ,Unf,2,924,TA,TA,Y,108,0,0,216,0,0,11,WD,224000,Sold,14778
1163,Sawyer,5,5,2006,14,3,1,0,3,1,TA,5,Typ,Fin,2,450,TA,TA,Y,0,0,0,0,0,0,5,WD,129000,In portafolio,8724
1164,Sawyer,4,4,2019,1,2,0,2,0,2,TA,6,Typ,Unf,2,400,Fa,TA,Y,120,0,0,0,0,0,1,WD,108959,Sold,12900
1165,Veenker,5,7,2006,14,4,1,1,2,1,Gd,5,Typ,Unf,2,588,TA,TA,Y,168,180,0,0,0,0,6,WD,194000,In portafolio,16157
1166,NridgHt,7,5,1997,23,2,2,0,3,1,Gd,7,Typ,RFn,2,644,TA,TA,Y,0,114,0,0,0,0,9,New,233170,Sold,9541
1167,CollgCr,8,5,1990,30,2,2,0,3,1,Gd,7,Typ,RFn,3,776,TA,TA,Y,160,33,0,0,0,0,2,WD,245350,In portafolio,10475
1168,Gilbert,6,5,2020,0,4,2,1,3,1,TA,7,Typ,Fin,2,472,TA,TA,Y,0,38,0,0,0,0,2,WD,173000,In portafolio,10852
1169,Edwards,6,7,1980,40,4,2,0,4,1,Gd,7,Typ,Unf,2,540,TA,TA,Y,0,0,0,0,90,0,7,WD,235000,Sold,13728
1170,NoRidge,10,5,2003,17,3,3,1,4,1,Gd,10,Typ,Fin,3,807,TA,TA,Y,361,76,0,0,0,0,7,WD,625000,Sold,35760
1171,Mitchel,6,6,1986,34,4,1,0,3,1,TA,6,Typ,Fin,1,358,TA,TA,Y,203,0,0,0,0,0,7,WD,171000,Sold,9880
1172,NAmes,6,6,1995,25,3,1,0,3,1,TA,6,Typ,RFn,2,433,TA,TA,Y,0,0,0,0,288,1400,11,WD,163000,In portafolio,9120
1173,Somerst,7,5,2001,19,3,2,1,2,1,Gd,5,Typ,Fin,2,625,TA,TA,Y,0,54,0,0,0,0,3,WD,171900,In portafolio,4017
1174,ClearCr,5,6,1983,37,4,3,0,3,1,Ex,12,Maj1,NA,0,0,NA,NA,Y,122,0,0,0,0,0,3,WD,200500,Sold,18030
1175,Crawfor,6,8,1984,36,4,2,1,4,1,TA,9,Typ,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,7,WD,239000,In portafolio,16560
1176,NoRidge,8,5,2008,12,5,2,1,4,1,Gd,9,Typ,Fin,2,541,TA,TA,Y,0,33,0,0,0,0,4,WD,285000,Sold,10678
1177,Mitchel,5,5,1997,23,2,1,0,3,1,TA,5,Typ,Unf,1,264,TA,TA,Y,362,0,0,0,0,0,10,WD,119500,Sold,6951
1178,OldTown,6,8,1981,39,3,1,0,3,1,TA,5,Typ,Unf,1,210,TA,TA,N,0,0,116,0,0,0,12,WD,115000,In portafolio,3950
1179,Crawfor,5,6,1981,39,5,1,1,3,1,TA,7,Typ,Unf,1,186,Fa,TA,Y,192,0,102,0,0,0,7,WD,154900,Sold,7681
1180,Edwards,5,5,1985,35,5,1,0,3,1,TA,5,Min2,NA,0,0,NA,NA,N,0,36,190,0,0,0,4,WD,93000,Sold,8335
1181,Timber,7,5,1986,34,2,2,1,4,1,TA,8,Typ,Fin,2,693,TA,TA,Y,0,0,0,0,0,0,4,WD,250000,In portafolio,11170
1182,Crawfor,8,5,2001,19,3,2,0,2,1,Gd,5,Typ,Fin,2,482,TA,TA,Y,162,53,0,153,0,0,11,New,392500,In portafolio,5587
1183,NoRidge,10,5,2012,8,5,3,1,4,1,Ex,10,Typ,Fin,3,813,TA,TA,Y,171,78,0,0,0,0,7,WD,745000,Sold,15623
1184,OldTown,5,6,1993,27,4,1,0,2,1,TA,5,Typ,Unf,2,720,TA,TA,Y,229,0,0,0,0,0,6,WD,120000,In portafolio,10800
